Text;Category
Минздрав значительно изменил свой законопроект о системе обязательного возмещения затрат государства на обучение студентов медвузов.  Ранее ведомство хотело, чтобы выпускники вузов и колледжей минимум три года работали в государственных медучреждениях, а в случае отказа возмещали бюджету затраты на образование в двукратном размере.  Теперь Минздрав решил не штрафовать «отказчиков», а сделать невозможной их работу по специальности. Ведомство намерено сделать обязательную трехлетнюю отработку одним из условий допуска к периодической аккредитации, без которой медработники и фармацевты не имеют права работать, сообщает «Коммерсантъ». #новости@firstmedtv;Здоровье
Первые 90 дней после инсульта – решающие для дальнейшей жизни пациента.  Какой должна быть нутритивная поддержка в этот период, объясняет д.м.н. Сергей Владимирович Морозов.;Здоровье
Неврологические расстройства – одни из наиболее распространенных и инвалидизирующих заболеваний, затрагивающие более 3 миллиардов людей по всему миру.  Зачастую они проявляются схожими симптомами, такими как хроническая боль, когнитивные нарушения или эмоциональные расстройства, которые требуют универсальных подходов к фармакотерапии, выходящих за рамки конкретного диагноза. В рамках цикла «Авторская программа профессора А.И. Федина «Неврология плюс...» д.м.н., профессор, заслуженный врач РФ, руководитель университетской клиники неврологии и научный руководитель «Первой клиники реабилитации в Хамовниках» Анатолий Иванович Федин расскажет о принципах и возможностях такой терапии: ключевые принципы наднозологического подхода.;Здоровье
Распространенность дисфункции тазового дна составляет, по разным оценкам, до 25–45% женщин в общей популяции и достигает более 50% среди женщин старше 60 лет. Это состояние существенно сказывается на качестве жизни и может быть значительно облегчено с использованием современных методов. В первом эфире авторского проекта «ПРОКТО-ФОКУС» его куратор, к.м.н., хирург-колопроктолог, главный врач и руководитель клиники лазерной хирургии Михаил Юрьевич Черепенин и врач-уролог, урогинеколог, нейроуролог Анна Александровна Бердичевская разберут: диагностику и оценку степени дисфункции тазового дна.;Здоровье
Сахарный диабет первого типа составляет около 5–10% всех случаев диабета и может быть диагностирован в любом возрасте. Частота встречаемости заболевания в популяции растет. Первыми с дебютом заболевания и его осложнениями нередко сталкиваются терапевты и врачи общей практики. В рамках цикла «Ближе к телу» врач-эндокринолог, главный врач Клиники Фомина в Санкт-Петербурге, руководитель магистратуры Public Health Sciences Университета ИТМО Евгения Михайловна Соколова и врач-онколог, маммолог Lahta Clinic Анна Андреевна Архицкая обсудят: особенности диагностики сахарного диабета первого типа на амбулаторном этапе.;Здоровье
Деменция с тельцами Леви – вторая по распространенности нейродегенеративная деменция после болезни Альцгеймера. Она составляет, по разным оценкам, от 10% до 30% всех случаев деменции.  Сложность ее диагностики и многообразие проявлений, в том числе когнитивные флуктуации, галлюцинации и паркинсонизм, часто требуют работы нескольких специалистов. В эфире к.м.н., врач-психиатр, ведущий научный сотрудник гериатрической психиатрии НМИЦ психиатрии и неврологии им. В.М. Бехтерева Наталья Михайловна Залуцкая и к.м.н., врач-невролог, зав. отделением неврологии и руководитель научно-клинического центра нейродегенеративных заболеваний Института мозга человека Ирина Валентиновна Милюхина разберут: диагностические критерии и дифдиагностику.;Здоровье
Ожирение затрагивает более 1 миллиарда человек, и число случаев продолжает расти. Что важно знать об ожирении, чтобы не давать бесполезных рекомендаций и не тратить на приеме время впустую? Эфир на эту тему пройдет в рамках цикла «Дневник эндокринолога профессора В. В. Фадеева». Член-корреспондент РАН, д.м.н., профессор, директор клиники эндокринологии, заведующий кафедрой эндокринологии Валентин Викторович Фадеев раскроет: ключевые аспекты патогенеза ожирения.;Здоровье
Острые кишечные инфекции (ОКИ) остаются одной из ведущих причин заболеваемости и смертности у детей.  По данным ВОЗ, ежегодно регистрируется около 1,7 млрд случаев диареи у детей младшего возраста, что может приводить к долгосрочным последствиям для здоровья, включая недоедание и нарушения развития. В трансляции из цикла «Инфекционная среда» академик РАН, д.м.н., профессор, заместитель директора по научной работе Центрального научно-исследовательского института Эпидемиологии Роспотребнадзора Александр Васильевич Горелов разъяснит: факторы, определяющие тяжесть и неблагоприятные исходы ОКИ.;Здоровье
Высокая частота сердечных сокращений (ЧСС) считается независимым фактором риска развития сердечно-сосудистых осложнений и ухудшения прогноза у пациентов с ишемической болезнью сердца, хронической сердечной недостаточностью и артериальной гипертензией. Когда нужно, а когда не нужно урежать пульс? В телесеминаре «Дискуссии о пульсурежающей терапии: расставим приоритеты» член-корреспондент РАН, профессор, заведующий кафедрой кардиологии, сердечно-сосудистой и торакальной хирургии Юрий Михайлович Лопатин разберет: показания и противопоказания к назначению пульсурежающей терапии.;Здоровье
Порядка 20% взрослых старше 60 лет испытывают легкие когнитивные нарушения, а критериям деменции соответствуют до 10% пациентов и более. В то же время частота обнаружения этих состояний увеличивается при наличии сопутствующей патологии. В эфире встретятся Владимир Владимирович Захаров, д.м.н., профессор кафедры нервных болезней и нейрохирургии Института клинической медицины им. Н.В. Склифосовского, и спикер Анна Николаевна Боголепова, д.м.н., профессор кафедры неврологии, нейрохирургии и медицинской генетики РНИМУ им. Н.И. Пирогова и руководитель отдела когнитивных нарушений Федерального центра мозга и нейротехнологий ФМБА России. Эксперты разберут: клинический спектр когнитивных нарушений.;Здоровье
По данным исследований, до 70% медицинских работников сталкиваются с симптомами эмоционального выгорания. При этом доля тяжелой формы выгорания достигает 32%. В телесеминаре «Профессия без права на слабость. Выгорание, долг и границы: как сохранить себя в медицине» врач-ревматолог, м.н.с. лаборатории остеоартрита НИИ ревматологии Дарья Александровна Кусевич и к.п.н., клинический и семейный психолог, нейропсихолог Татьяна Владимировна Львова проанализируют: симптомы и стадии профессионального выгорания у врачей.;Здоровье
Некариозные поражения твердых тканей зуба охватывают до 76% взрослого населения. Такие пациенты чаще сталкиваются с чувствительностью зубов после отбеливания, которую отмечают до 47% пациентов. В телесеминаре «Отбеливание зубов с абфракционными и клиновидными дефектами» к.м.н., доцент кафедры терапевтической стоматологии Наталья Николаевна Власова разберет: особенности диагностики и клинической картины.;Здоровье
Когнитивные нарушения развиваются у 30–70% пациентов, перенесших инсульт. Одним из ключевых факторов риска развития и прогрессирования когнитивных нарушений выступает фибрилляция предсердий (ФП). В эфире круглого стола «Когнитивные нарушения у пациента с ФП: тактика ведения после перенесенного инсульта» пройдет обсуждение с участием экспертов: ?? д.м.н., профессор, зав. кафедрой нервных болезней и нейрореабилитации Евгения Викторовна Екушева расскажет о проблеме постинсультных когнитивных нарушений, ?? к.м.н., зав. отделением для больных с ОНМК Надежда Харисовна Горст проведет клинический разбор, ?? к.м.н., доцент кафедры факультетской терапии Антон Владимирович Родионов представит рекомендации кардиолога по вторичной профилактике инсульта у пациента с ФП и когнитивными нарушениями. ?? Трансляция начнется 17 июня в 14:00 Нажмите кнопку «Напомнить», чтобы получить уведомление о начале. #неврология@firstmedtv #кардиология@firstmedtv;Здоровье
По данным исследований, более 20% детей сталкиваются с кожными проблемами. Как правильно интерпретировать кожные изменения, учитывая возрастные особенности, и когда требуется углубленная диагностика? В передаче «Дети – не маленькие взрослые! Семиотика поражений кожи у детей: от элемента сыпи до диагноза» в рамках цикла «Дети – не маленькие взрослые!» педиатр Анастасия Витальевна Пакина и дерматолог, трихолог Нина Александровна Сергеева обсудят: ?? ключевые особенности кожных поражений у детей.;Здоровье
"Измерение скорости света: исторический и современный подходы ?? Скорость света измеряется различными способами, и один из первых ""современных"" методов был предложен Оле Рёмером в 1676 году. Рёмер наблюдал за затмениями луны Ио Юпитера и заметил, что время их наступления изменяется в зависимости от расстояния между Землей и Юпитером. Он предположил, что когда расстояние больше, свету требуется больше времени, чтобы добраться до нас. Это приводит к небольшому, но измеримому смещению во времени затмений. Рёмер не был первым, кто исследовал эту идею, но он первым систематически проводил измерения на протяжении нескольких лет. ?? Он установил, что действительно существует заметная задержка, когда затмения Ио происходят, когда Юпитер и Земля находятся по противоположные стороны от Солнца. На основе данных Рёмерa Христiaan Гюйгенс затем оценил фактическую скорость света в 212,000 км/с. Это значение, конечно, примерно на 30% меньше современного, но все же удивительно хорошее результат для времени, когда это было сделано. ?? Современные измерения скорости света также проводятся в рамках навигации космических аппаратов. Эта навигация использует время прохождения радиосигналов, которые движутся со скоростью света в вакууме. Особенно точная навигация дальних космических аппаратов, таких как аппараты, путешествующие к внешним планетам, зависит от очень точных измерений скорости света. ?? Существуют и другие методы измерения, включая простые лабораторные установки с использованием современной электроники, которые способны измерять короткие временные интервалы, соответствующие прохождению световых сигналов на расстоянии всего нескольких сантиметров или меньше.";Наука и образование
Галактика Альционеус: крупнейшая галактика во Вселенной. Астрономы обнаружили крупнейшую галактику из когда-либо найденных - галактику Альционеус. Ее диаметр составляет 16,3 миллиона световых лет, что в 160 раз шире Млечного Пути и в четыре раза больше предыдущего рекордсмена, галактики IC 1101, которая простирается на 3,9 миллиона световых лет. Альционеус находится примерно в 3 миллиардах световых лет от Земли. ?? Эта галактика является особенно крупным примером радиогалактики, то есть галактики с сверхмассивной черной дырой в центре, которая поглощает огромное количество материи и выбрасывает ее в виде двух массивных струй плазмы, движущихся со скоростью, близкой к скорости света. Струи плазмы замедляются после путешествия на миллионы световых лет, распространяясь в облака, которые излучают свет в виде радиоволн. Лобовые части Альционеуса являются самыми большими из когда-либо обнаруженных. ?? Хотя галактики с массивными радиолобами не являются редкостью (у Млечного Пути есть два небольших облака), ученые озадачены тем, как Альционеус, относительно обычная галактика в своем ядре, смогла вырасти до таких монструозных размеров. Кроме своих огромных облаков, Альционеус является типичной эллиптической галактикой с общей массой примерно 240 миллиардов солнечных масс (половина массы Млечного Пути) и центральной сверхмассивной черной дырой массой 400 миллионов солнечных масс (в 100 раз менее массивной, чем самая большая черная дыра). На самом деле, центр Альционеуса небольшой по сравнению с центрами большинства радиогалактик.;Наука и образование
Как учёные определяют состав звёзд? Астрономы используют метод спектроскопии для анализа света (электромагнитного излучения), получаемого от звёзд, чтобы определить их химический состав. Разные материалы (элементы) по-разному взаимодействуют со светом, что означает, что узор поглощения и излучения света отличается.  ?? Анализируя свет, полученный от звёзд, через спектроскопию и определяя, какие цвета излучаются или поглощаются, а также относительные количества каждой длины волны, астрономы могут идентифицировать химический состав звезды.М;Наука и образование
Гидроцефалия: рождение без мозга ?? Гидроцефалия - это состояние, при котором младенец может родиться без мозговой ткани. В таких случаях череп младенца может быть прозрачным для света, что позволяет увидеть темное пространство внутри черепа. ? Это состояние встречается примерно в 1 случае из 5000 беременностей и обычно приводит к смерти ребенка в течение нескольких минут после рождения. Мозг управляет всеми функциями организма, и его отсутствие приводит к серьезным нарушениям. ?? Вместо мозга пространство заполняется спинномозговой жидкостью. Это состояние считается непоправимым и неприемлемым для жизни.;Наука и образование
Самый загадочный объект в нашей галактике ?? Одним из самых загадочных объектов в нашей галактике является PSRJ1719–1438 b — планета-пульсар, находящаяся на орбите нейтронной звезды. Она расположена на расстоянии 4 тысяч световых лет от Земли и вращается вокруг миллисекундного пульсара, который вращается с невероятной скоростью — 172 оборота в секунду. Нейтронные звезды представляют собой очень плотные остатки звезд, с гравитацией, способной разрушать атомы. Радиус этой звезды составляет всего 12 миль, но ее масса в 1.4 раза превышает массу Солнца. ?? PSRJ1719–1438 b обращается вокруг своего пульсара на очень близком расстоянии  ее орбита помещается внутри Солнца. Эта планета, по-видимому, состоит в основном из углерода — невероятно плотного углерода, который мы на Земле называем алмазом. Одна из наиболее распространенных теорий гласит, что PSRJ1719–1438 b когда-то была углеродной звездой-сопровождающей, которую нейтронная звезда обобрала от водорода и гелия, оставив позади более тяжелый углерод. Это полу-съеденная звезда, которая выглядит и ведет себя как планета из алмазов, в невозможном объятии гравитационного ужаса. ?? Несмотря на то, что планеты-пульсары не так уж многочисленны, астрономам относительно легко их обнаружить. Пульсары тикуют или мигают с крайне точными интервалами, сопоставимыми с атомными часами. Любые нарушения в этом ритме, вызванные планетами-пульсарами или даже более мелкими телами, легко поддаются обнаружению.;Наука и образование
Путешествие в галактику Андромеды: мечты и реальность ?? Для путешествия в галактику Андромеды потребуется большой космический корабль, множество людей, еды и развлечений. Это связано с тем, что путь будет долгим. Галактика Андромеда находится на расстоянии примерно 2.537 миллиона световых лет от Земли. Это очень большое расстояние. ? Если мы будем путешествовать со скоростью самого быстрого созданного человеком объекта - космического аппарата Voyager 2, которая составляет около 54,000 км/ч, то нам потребуется около 50.7 миллиардов лет, чтобы добраться до Андромеды. Это означает, что нам придется пережить примерно 1.69 миллиарда поколений, если каждое поколение составляет около 30 лет. ?? Таким образом, для такого долгого путешествия стоит подготовить много игрушек, чтобы дети на борту не плакали все время.;Наука и образование
Путешествие к ближайшим галактикам: невозможность с текущими возможностями ? Строительство космического корабля для путешествия к ближайшим галактикам считается не просто крайне сложной задачей, а совершенно невозможной с нашими текущими возможностями. ?? Основная причина заключается в том, что скорость ухода из нашей галактики составляет около 550 км/с. Самый быстрый созданный человеком объект, Паркеровский солнечный зонд, достиг скорости 170 км/с. Эта скорость слишком мала для покидания галактики. ?? Кроме того, он достиг такой скорости только благодаря падению к Солнцу и не смог бы покинуть его орбиту даже для попытки выйти за пределы галактики. ?? Самые быстрые объекты, которые мы когда-либо направляли за пределы нашей солнечной системы, это зонды Вояджер. Они достигли скорости около 17 км/с. Эта скорость также недостаточна для покидания галактики. ?? Таким образом, наши текущие возможности даже близко не подходят для того, чтобы перемещать что-либо с достаточной скоростью для покидания галактики. А это необходимо сделать в первую очередь для попытки достичь другой галактики.;Наука и образование
Катастрофические последствия: нейтронная звезда в нашей солнечной системе ?? Да, катастрофические последствия будут неизбежны. Астрофизики пришли к выводу, что нейтронные звезды могут существовать только при массе от 1.0 до 2.0 солнечных масс. Если бы нейтронная звезда вошла в нашу солнечную систему, гравитационно у нас было бы два массивных центра, конкурирующих за планеты, вместо одного стабильного. ?? Приближаясь к нашему Солнцу, нейтронная звезда нарушила бы орбиты планет, выбрасывая некоторые из них в холодные и темные области за Плутоном, а возможно, даже заставляя одну из планет быть поглощенной Солнцем или нейтронной звездой. Когда она покинет нашу систему, она унесет с собой некоторые планеты, облучая их жестким радиационным светом, но не предоставляя полезного света для жизни. ?? Если бы нейтронная звезда никогда не приближалась ближе к Солнцу, чем Юпитер, возможно, Земля осталась бы на своей орбите вокруг Солнца. Однако орбита стала бы более эллиптической, что привело бы к изменению климата и более экстремальным сезонам. ?? Существуют приложения для мобильных телефонов, в которых можно смоделировать взаимодействие Солнца, нейтронной звезды и Земли, и увидеть различные результаты в зависимости от начальных условий и скоростей. Все они будут представлять собой «гиперболические траектории», один проход, без «орбит».;Наука и образование
Уникальные планеты солнечной системы ?? В солнечной системе есть множество интересных небесных тел. Меркурий, находящийся на расстоянии 31,583 миллиона миль от Солнца, испытывает экстремальные колебания температуры, которые варьируются от 800°F до -290°F. На Меркурии существует лед, который находится в кратерах, затененных от солнечного света. ?? Венера считается одним из самых горячих мест в солнечной системе. Ее температура может достигать 870°F, что достаточно для плавления свинца и цинка. Это связано с тем, что атмосфера Венеры состоит в основном из парниковых газов, таких как углекислый газ. ?? Сатурн известен своими ветрами, которые могут превышать 1,100 MPH, что на 400 MPH быстрее скорости звука. Нептун также имеет суперзвуковые ветры, которые могут достигать 1,200 MPH. Кроме того, на Нептуне происходит дождь из алмазов, когда углерод попадает в атмосферу и кристаллизуется в алмазы. ? Эти факты подчеркивают уникальность и разнообразие планет нашей солнечной системы.;Наука и образование
Минимальная скорость работы процессора без ошибок ?? Процессор RCA 1802, выпущенный в 1976 году, имел статическую архитектуру CMOS и не имел минимальной частоты тактового сигнала. Это позволяло ему работать на очень низких скоростях и при низком потреблении энергии, включая возможность остановки тактового сигнала без ущерба для работы микропроцессора. Например, он мог работать при частоте 1 Гц. Поскольку большинство инструкций выполнялись за 16 тактов, выполнение одной инструкции занимало бы 16 секунд. Однако процессор мог работать и на еще более низких частотах, например, 0.1 Гц или 0.01 Гц. ?? Версия 1802, защищенная от радиации, использовалась во многих космических аппаратах, таких как Галилео, Хаббл и Магеллан. Более современные процессоры со статической архитектурой, способные полностью останавливать тактовый сигнал или работать на минимальных скоростях, включают Intel 80386EX (1994), предназначенный для встроенных систем, и W65C816S, статическую версию процессора 65C816, использовавшуюся в компьютере Apple IIgs.;Наука и образование
Может ли Марс иметь постоянную атмосферу? ?? Ранее у него была плотная атмосфера, возможно, даже толще, чем у Земли. Она существовала несколько миллиардов лет и поддерживала океаны. Однако Марс потерял свое магнитное поле из-за отсутствия крупного спутника, который мог бы влиять на его ядро с помощью приливных сил. Магнитное поле защищает атмосферу от солнечного ветра. ?? Когда магнитное поле исчезло, солнечные ветры постепенно сносили атмосферу на протяжении десятков миллионов лет. Марс остыл, и вся вода замерзла. Существует несколько способов, которыми планета может потерять атмосферу. Один из них, связанный с размером, называется потерей Жана. Это простой кинетический процесс, при котором кинетическая энергия некоторых молекул в верхней атмосфере превышает скорость убегания планеты. ?? Важно отметить, что скорость этих молекул зависит от температуры и молекулярной массы: меньшая масса равна большей скорости и, следовательно, большей вероятности убежать. График показывает взаимосвязь. Обратите внимание, что Марс находится в той же полосе, что и Земля. Это говорит о том, что из-за более низкой температуры верхней атмосферы он так же способен удерживать атмосферу, как и Земля, и когда-то удерживал. ?? Ему просто нужно магнитное поле, чтобы не терять атмосферу из-за солнечных ветров.;Наука и образование
Есть ли у Августа Цезаря живые потомки? ?? Да, у Августа Цезаря есть живые потомки. Несмотря на распространенное мнение, что прямая линия Августа прервалась во времена Нерона из-за его приказа убить всех родственников, это не так. Старшая правнучка Августа, Эмилия Лепида, вышла замуж при его жизни, и он стал прапрадедом еще до своей смерти. ?? Большинство детей Эмилии Лепиды были убиты, но одна праправнучка Августа, Юния Лепида, дожила до того, что у нее появились собственные дети. Одной из ее внучек была Домиция Лонгина, жена императора Домициана. Таким образом, она является прямой наследницей Августа. ?? Нерон действительно убил многих своих родственников, но ему не удалось добраться до всех. Если проследить родословную Юнии Лепиды, можно обнаружить множество потомков среди известных людей Рима: сенаторов, консулов и даже императоров. Известная родословная Августа Цезаря просуществовала еще как минимум 200 лет после его смерти. ?? Мы можем с уверенностью сказать, что у Августа есть живые потомки. Хотя мы никогда не узнаем, кто они и где находятся, возможно, его род продолжается. Это произошло не потому, что Нерон не пытался уничтожить всех потомков первого императора, а потому что ему это не удалось.;Наука и образование
"Холоднейшее место в Галактике Млечный Путь ?? Холоднейшим естественным местом в нашей галактике является Туманность Бумеранг, расположенная в созвездии Центавра на расстоянии 5000 световых лет от Земли. Её температура составляет -272 градуса Цельсия, что всего на один градус выше абсолютного нуля (0 K). Насколько нам известно, это также самое холодное место во Вселенной. ?? Причина такой низкой температуры в том, что умирающая звезда в центре туманности выбрасывает газ во всех направлениях. Из-за этого окружающая область - туманность - становится холоднее с каждой секундой. ?? Однако самый низкий температурный показатель в Млечном Пути и во всей Вселенной был достигнут искусственным путем здесь, на Земле, в 2015 году. Ученые из MIT смогли охладить молекулы натрия и калия до температуры всего 500 нанокельвинов. Это -273.1499995 градуса Цельсия, что в миллион раз холоднее межзвёздного пространства. На атомном уровне ученые полагают, что эти молекулы выглядели следующим образом: При такой температуре атомы прекращают движение и вместо этого слипаются вместе, пока не начинают вести себя как один ""суператом"".";Наука и образование
Почему старые игры программировались на ассемблере, когда существовали языки более высокого уровня? ?? Старые игры, такие как Elite, были разработаны с использованием ассемблера из-за ограниченных ресурсов компьютеров того времени. Elite был первой игрой с трехмерной графикой в реальном времени, созданной для BBC Microcomputer, который имел 8-битный процессор с тактовой частотой 2 МГц и 32 кБ памяти. Из них 10 кБ использовалось для изображения на экране, оставляя 22 кБ для кода и данных игры. Программисты стремились максимально эффективно использовать вычислительные мощности машины и минимизировать размер кода. С интерпретатором BASIC в ROM, программисты могли использовать его. Однако интерпретируемый BASIC значительно медленнее ассемблера, говорится в тексте. Но благодаря компактному токенизированному представлению, код BASIC занимал меньше места, чем машинный код. Поэтому BASIC использовался для менее критичных по скорости задач, таких как торговля на космических станциях, в то время как все остальное выполнялось на машинном коде. ?? Для BBC Micro было доступно несколько компиляторов, включая компилятор для BASIC и Pascal. Однако они генерировали код, который был гораздо больше и медленнее, чем тот, который можно было получить из ручного написания машинного кода. BBC BASIC имел встроенный ассемблер, что позволяло писать код в символьном ассемблере и компилировать его в бинарный машинный код. Распространенной стратегией было написание кода в символьном ассемблере, его компиляция, удаление программы BASIC из памяти и затем выполнение машинного кода. В качестве альтернативы можно было сохранить машинный код на ленте или диске и затем загрузить несколько частей машинного кода перед его выполнением, чтобы создать программы машинного кода большего размера, чем можно было бы сгенерировать из одной программы BASIC. ?? Важным аспектом разработки игр было также использование различных режимов экрана. Например, в Elite верхняя часть экрана была в черно-белом режиме шириной 320 пикселей, а нижняя часть использовала четырехцветный режим шириной 160 пикселей. Программа настраивала таймер для изменения режима экрана во время обновления экрана, чтобы сэкономить память. Старые игры использовали машинный код, потому что это был единственный способ добиться приемлемой скорости игр при ограниченной памяти машин того времени.;Наука и образование
